name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wayanad,2024-03-09,33,24,28.1,38.6,24,30.4,22.7,73.6,0.3,100,8.33,rain,0,0,30.6,17.5,249.1,1011.2,31.2,6,245.1,21.2,9,10,2024-03-09T06:36:20,2024-03-09T18:36:04,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-10,33.8,25,28.7,40.4,25,31.4,22.7,71.3,0,0,0,,0,0,30.6,14.8,253.7,1012.4,40.7,6,255.7,22.2,9,10,2024-03-10T06:35:45,2024-03-10T18:36:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-11,34,24.5,28.7,40.3,24.5,31.3,22.7,71.6,0.6,100,12.5,rain,0,0,24.5,18.5,245.9,1013.5,29.9,6,233.2,20.3,9,10,2024-03-11T06:35:10,2024-03-11T18:36:12,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-12,34.1,25,28.9,41.1,25,31.9,22.9,71.3,0.1,100,4.17,rain,0,0,25.9,18.4,285.7,1012.9,30.1,5.9,260.2,22.6,8,10,2024-03-12T06:34:34,2024-03-12T18:36:15,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-13,33.3,25.9,28.7,40,25.9,31.8,23.1,72.5,0.9,100,25,rain,0,0,31.7,19.5,280.2,1012.6,33.4,6,235.9,20.5,8,30,2024-03-13T06:33:59,2024-03-13T18:36:19,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-14,33.4,25,28.7,38.1,25,31.6,22.9,72.1,0,0,0,rain,0,0,33.5,22.3,285.8,1012.3,30.2,5.6,257.4,22.3,10,30,2024-03-14T06:33:22,2024-03-14T18:36:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-15,32.9,25,28.4,37.5,25,30.7,22.2,70,0.1,100,4.17,rain,0,0,26.3,19.4,291.6,1011,35.5,6.2,258,22.4,9,10,2024-03-15T06:32:46,2024-03-15T18:36:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-16,33.2,25,28.5,39.2,25,31.3,22.6,71.4,1.1,100,16.67,rain,0,0,25.2,18.5,275.9,1011.2,32.9,6.1,240.7,20.8,9,10,2024-03-16T06:32:09,2024-03-16T18:36:27,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-17,33.5,24,28.1,39.9,24,30.7,22.5,72.5,0.8,100,12.5,rain,0,0,31.3,17.7,256.2,1011.1,29.3,6,252.7,21.9,9,10,2024-03-17T06:31:32,2024-03-17T18:36:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-18,33.9,25,28.5,38,25,30.6,22.1,69.7,0,0,0,,0,0,28.1,22.2,290.9,1011.1,26.1,6,259.3,22.4,9,10,2024-03-18T06:30:55,2024-03-18T18:36:31,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-19,33.8,24,28.4,38.6,24,30.7,22.2,70.3,0,0,0,,0,0,20.9,23.2,260.2,1010.4,29.2,6,245.5,21.2,8,10,2024-03-19T06:30:18,2024-03-19T18:36:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-20,33.2,24,28.4,39.5,24,30.9,22.9,73.3,0.3,100,4.17,rain,0,0,28.4,19.5,218,1010,28,6,280.4,24.1,10,30,2024-03-20T06:29:40,2024-03-20T18:36:35,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-21,34.4,25,29.2,36.6,25,31.1,21.5,65.8,0.8,100,16.67,rain,0,0,20.9,17.5,167.2,1009.6,28.2,6,238.8,20.5,8,30,2024-03-21T06:29:03,2024-03-21T18:36:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-22,33.2,25,28.8,39.8,25,31.6,22.8,70.9,0.6,100,20.83,rain,0,0,24.5,21.4,302,1008.5,39.1,6,234.3,20.3,8,30,2024-03-22T06:28:25,2024-03-22T18:36:39,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-23,34.2,25,29.3,39.7,25,32.9,23.6,72.7,2.4,100,16.67,rain,0,0,28.1,17.4,266.3,1008.5,37.1,6,246.8,21.3,9,30,2024-03-23T06:27:48,2024-03-23T18:36:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-24,34.5,26,29.5,42.6,26,33.9,24,73.3,0.1,100,4.17,rain,0,0,25.9,17.5,260.1,1010.1,43.1,5.8,282.8,24.4,10,10,2024-03-24T06:27:10,2024-03-24T18:36:42,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-25,34.9,25,29.3,41.6,25,32.5,23.4,72.2,0,0,0,,0,0,25.2,17.6,290.4,1010.2,29.1,5.5,263.6,22.8,9,10,2024-03-25T06:26:32,2024-03-25T18:36:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-26,34.2,26,29.4,41,26,33,23.4,71.3,0.1,100,4.17,rain,0,0,26.6,18.4,263.5,1011.2,34,5.9,274.5,23.8,9,10,2024-03-26T06:25:55,2024-03-26T18:36:45,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-27,34.7,25.9,29.5,41.4,25.9,33,23,69.6,0.3,100,4.17,rain,0,0,25.6,17.5,233.4,1012.2,35,6.2,277.2,24,9,10,2024-03-27T06:25:17,2024-03-27T18:36:47,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-03-28,36,25,29.6,40.5,25,32.9,23.3,71,0.2,100,8.33,rain,0,0,27.4,22.3,298.2,1010.8,31.4,6.2,293.3,25.3,10,10,2024-03-28T06:24:39,2024-03-28T18:36:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,VOCL
wayanad,2024-03-29,34,26,29.5,38.2,26,32.6,23.3,71.1,1.9,100,8.33,rain,0,0,28.4,18.4,268.1,1010.6,29.2,6.1,277.2,23.9,10,30,2024-03-29T06:24:02,2024-03-29T18:36:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,VOCL
wayanad,2024-03-30,35,26,29.6,37.6,26,32.3,22.2,66.5,1,100,8.33,rain,0,0,26.3,25.9,289.4,1011.3,26,6.4,282.4,24.4,10,10,2024-03-30T06:23:24,2024-03-30T18:36:51,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,VOCL
wayanad,2024-03-31,34,25,29.5,38.2,25,32.8,23,69.8,0.2,100,4.17,rain,0,0,25.6,18.4,269.8,1011.8,34.6,6.6,269,23.2,9,10,2024-03-31T06:22:47,2024-03-31T18:36:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,VOCL
wayanad,2024-04-01,34,25,29.6,36.4,25,32.1,22.2,66.7,0.2,100,4.17,rain,0,0,27.7,18.4,259.1,1009.9,31.6,6.5,288.1,25,10,30,2024-04-01T06:22:10,2024-04-01T18:36:55,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999"
wayanad,2024-04-02,34,26,29.6,38.2,26,33.2,23.3,69.9,0,0,0,,0,0,30.2,22.3,283.8,1008.5,31,6.7,275.8,23.8,10,60,2024-04-02T06:21:33,2024-04-02T18:36:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,remote,43317099999,43320099999"
wayanad,2024-04-03,34.2,27,30.1,41.7,29.8,35,23.9,70.2,0.6,100,8.33,rain,0,0,32,19.5,279.5,1009.2,43.9,6,272.6,23.4,10,30,2024-04-03T06:20:56,2024-04-03T18:36:58,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-04,34.9,27,30.3,42.7,30.1,35.2,23.9,69.6,0.2,100,4.17,rain,0,0,32.4,20.4,278.5,1009.3,34.1,6,290.6,25,10,30,2024-04-04T06:20:19,2024-04-04T18:37:00,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-05,34.5,26.5,29.7,42.3,26.5,34,23.7,71.2,0.4,100,8.33,rain,0,0,31.7,78,266.2,1009.1,29.3,6.3,291.9,25.3,10,30,2024-04-05T06:19:43,2024-04-05T18:37:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-06,35.5,26.5,30.3,43.7,26.5,35,23.8,69.6,0,0,0,,0,0,25.9,19.4,245.2,1007.8,35.5,6,291.2,25.1,10,30,2024-04-06T06:19:06,2024-04-06T18:37:04,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-07,34.8,26.5,30.2,42.2,26.5,35.2,24.3,72.1,0.3,100,8.33,rain,0,0,35.3,20.3,268.2,1007.9,33.2,6.2,288.1,24.9,10,60,2024-04-07T06:18:31,2024-04-07T18:37:07,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-08,35.3,26.5,30.5,42.4,26.5,35.3,24,69.4,0,0,0,,0,0,33.8,20.3,267.5,1008.2,29.1,6.6,287.4,24.8,10,30,2024-04-08T06:17:55,2024-04-08T18:37:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-09,34.8,26,30.1,42.7,26,35,24.3,72.4,0.2,100,4.17,rain,0,0,26.6,20.5,251.2,1008.5,33.8,6.5,287,24.9,10,30,2024-04-09T06:17:20,2024-04-09T18:37:12,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-10,36,26,30.6,44.3,26,35.3,23.8,69,0.2,100,4.17,rain,0,0,25.2,17.5,279.9,1008.4,26.9,5.9,280,24.2,10,30,2024-04-10T06:16:45,2024-04-10T18:37:15,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-11,35.4,27,30.5,43.2,30.6,35.8,24.3,70.8,0.2,100,4.17,rain,0,0,31,18.4,273.6,1008.8,33.1,6,283.9,24.6,10,30,2024-04-11T06:16:10,2024-04-11T18:37:18,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-12,34.3,27,30.2,44,30.4,35.7,24.5,72.5,1,100,20.83,rain,0,0,28.8,18.4,259.4,1008.9,35.7,6,242,21,9,60,2024-04-12T06:15:36,2024-04-12T18:37:21,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-13,34.9,25.5,28.8,42.6,25.5,32.2,23,71.5,4.3,100,37.5,rain,0,0,29.9,20.3,281.8,1009.6,56.5,5.9,217.6,18.8,8,60,2024-04-13T06:15:02,2024-04-13T18:37:25,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-14,35.5,26,29.9,37.5,26,32.6,22.4,66.7,0.6,100,8.33,rain,0,0,22.7,21.4,289.8,1009.2,40.9,6.2,264.6,22.8,9,10,2024-04-14T06:14:28,2024-04-14T18:37:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-15,36,26,30.5,42.4,26,34.7,23.5,68.3,0,0,0,,0,0,29.9,19.5,285.1,1009.6,34.3,6,302.5,26.1,10,30,2024-04-15T06:13:55,2024-04-15T18:37:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42705599999,VOCL,43314099999,43317099999,43320099999"
wayanad,2024-04-16,35,26.5,30.5,41.9,26.5,35.3,24.1,70.3,0.3,100,8.33,rain,0,0,32,19.4,276.5,1009.4,34.8,5.9,288.3,24.9,10,30,2024-04-16T06:13:23,2024-04-16T18:37:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42705599999,VOCL,43314099999"
wayanad,2024-04-17,34.5,26,30,39.4,26,34.5,23.9,71.4,4,100,29.17,rain,0,0,29.9,24.1,290.6,1009.3,38.7,6,262,22.6,9,60,2024-04-17T06:12:51,2024-04-17T18:37:42,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42705599999,VOCL"
