name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chamarajanagar,2024-03-11,34.9,22,27.9,33.7,22,27.4,14.8,48.9,0,0,0,,0,0,32,13,129.9,1016.2,12.9,15.7,274.7,23.6,10,10,2024-03-11T06:31:49,2024-03-11T18:32:44,0.03,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-12,34,22.3,28.1,32.8,22.3,27.4,13.9,46.1,0,0,0,,0,0,28.4,11.2,126.8,1015.8,26.3,16.2,306.1,26.5,10,10,2024-03-12T06:31:13,2024-03-12T18:32:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-13,34.9,21.6,28.1,33.7,21.6,27.8,14.9,47.5,0,0,0,,0,0,28.4,16.6,165.9,1014.9,15.2,15.5,277.2,24,10,10,2024-03-13T06:30:37,2024-03-13T18:32:52,0.1,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-14,34.9,21.5,28,34.7,21.5,28.2,17.9,58.4,0,0,0,,0,0,24.8,16.6,258.4,1014.8,28.9,14.8,249.8,21.6,9,10,2024-03-14T06:30:00,2024-03-14T18:32:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,VOMY,43317099999"
Chamarajanagar,2024-03-15,34.9,22.7,28.4,35,22.7,28.6,17.7,55.7,0,0,0,,0,0,22.3,20.5,209.7,1013.3,45.7,15.4,243.2,21,8,10,2024-03-15T06:29:23,2024-03-15T18:32:58,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-16,34.9,21.2,28.2,34.7,21.2,28.3,16.5,52,0,0,0,,0,0,25.2,13,159.6,1013.7,23,15.5,276.3,24,9,10,2024-03-16T06:28:46,2024-03-16T18:33:01,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-17,34.9,22.1,27.8,33.2,22.1,27.3,13.4,45.1,0,0,0,,0,0,34.2,14.8,140.1,1014,10.4,15.9,304.3,26.3,10,10,2024-03-17T06:28:09,2024-03-17T18:33:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-18,34.9,20.1,27.2,33,20.1,27,14.6,49.1,0,0,0,,0,0,26.3,11.9,155.6,1013.8,13.8,16,299.1,25.7,10,10,2024-03-18T06:27:31,2024-03-18T18:33:07,0.26,Clear,Clear conditions throughout the day.,clear-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-19,34.9,20.8,27.7,33.2,20.8,26.9,12.1,42.7,0,0,0,,0,0,25.2,11.2,147.1,1013.4,7.9,16.2,305.9,26.3,10,10,2024-03-19T06:26:54,2024-03-19T18:33:09,0.3,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-20,34.9,21.3,28,34.3,21.3,27.8,14.6,46.5,0,0,0,,0,0,24.5,13,128.1,1012.9,14.2,15.1,293.5,25.5,10,10,2024-03-20T06:26:16,2024-03-20T18:33:11,0.33,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,VOMY,43317099999"
Chamarajanagar,2024-03-21,33,19.4,27.1,31.9,19.4,26.8,15.1,50.4,0,0,0,,0,0,34.6,18.4,103.4,1013.3,15.7,15.3,268,23.2,10,10,2024-03-21T06:25:38,2024-03-21T18:33:13,0.37,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-22,34,18.2,27.3,32.4,18.2,27.1,15.9,53.7,0,0,0,,0,0,30.2,14.8,98.6,1011.9,27.2,15.3,276.8,23.9,10,10,2024-03-22T06:25:00,2024-03-22T18:33:16,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-23,34,22.2,28.1,32.6,22.2,27.6,14.6,47.5,0,0,0,,0,0,34.9,16.6,105.4,1011.6,10.9,16.8,303.6,26.2,10,10,2024-03-23T06:24:22,2024-03-23T18:33:18,0.43,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-24,34.9,21.6,27.8,32.7,21.6,27.1,11.9,42,0,0,0,,0,0,37.8,16.6,125,1013.1,23.5,16.3,309.5,26.9,10,10,2024-03-24T06:23:44,2024-03-24T18:33:20,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-25,36,19.7,27.6,34,19.7,26.9,11.6,40.7,0,0,0,,0,0,37.1,14.8,109.2,1013.7,3.2,16.3,315.6,27.1,10,10,2024-03-25T06:23:06,2024-03-25T18:33:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-26,36,21.5,28.8,33.7,21.5,27.9,11.5,38.3,0,0,0,,0,0,39.2,18.4,105.1,1014.1,3.4,16.4,314.6,27.2,10,10,2024-03-26T06:22:28,2024-03-26T18:33:23,0.53,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-27,36,21.5,28,33.7,21.5,27.4,12.1,40.4,0,0,0,,0,0,35.6,18.4,110.2,1015.2,11,16.7,314.9,27.2,10,10,2024-03-27T06:21:50,2024-03-27T18:33:25,0.57,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-03-28,36,20.4,28.4,35,20.4,28,14.3,46.3,0,0,0,,0,0,31.3,13,113,1014.2,11.7,16.4,308.4,26.6,10,10,2024-03-28T06:21:12,2024-03-28T18:33:27,0.6,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Chamarajanagar,2024-03-29,36,23.4,29.3,34.7,23.4,28.9,15,45.6,0,0,0,,0,0,37.8,20.5,138.2,1013.3,14.5,17.1,298,25.7,10,10,2024-03-29T06:20:34,2024-03-29T18:33:29,0.64,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Chamarajanagar,2024-03-30,36,22.8,28.8,34.5,22.8,28.3,14.4,45.3,0,0,0,,0,0,33.8,14.8,134.7,1014.4,17.8,16.4,309.6,26.7,10,10,2024-03-30T06:19:56,2024-03-30T18:33:31,0.67,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Chamarajanagar,2024-03-31,36,21.8,28.5,34.2,21.8,28.1,14.3,45.7,0,0,0,,0,0,22,9.4,164.1,1014.5,15.4,18.1,312.7,26.8,10,10,2024-03-31T06:19:18,2024-03-31T18:33:33,0.71,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Chamarajanagar,2024-04-01,36,21.9,28.9,35,21.9,28.7,15.1,47.2,0,0,0,,0,0,19.4,9.4,166.3,1012.7,18.6,16.4,303.3,26.1,10,10,2024-04-01T06:18:41,2024-04-01T18:33:35,0.74,Clear,Clear conditions throughout the day.,clear-day,"remote,VOMY"
Chamarajanagar,2024-04-02,37,23.4,29.7,35.3,23.4,29.3,14.6,44.5,0,0,0,,0,0,25.6,14.8,140,1011,29.7,16.3,301.1,26,10,10,2024-04-02T06:18:03,2024-04-02T18:33:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-03,37,22.8,29.1,35.8,22.8,29.1,15.9,48.7,0,0,0,,0,0,28.4,18.4,173.5,1011.8,31.9,16.2,310.9,26.9,10,10,2024-04-03T06:17:26,2024-04-03T18:33:39,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-04,37,22.9,29.5,35.8,22.9,29.4,15.9,48.7,0,0,0,,0,0,28.1,14.8,157.7,1012,39.6,16.5,313.7,27.1,10,10,2024-04-04T06:16:49,2024-04-04T18:33:41,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-05,37,22.4,29.4,35.5,22.4,28.9,14.4,44.9,0,0,0,,0,0,32.8,11.2,150.6,1011.6,72.5,16.9,306.4,26.6,10,10,2024-04-05T06:16:12,2024-04-05T18:33:44,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-06,38,22.8,29.3,35.9,22.8,28.9,13.4,42.3,0,0,0,,0,0,37.8,22.3,133.1,1010.6,58.8,16,316.4,27.2,10,10,2024-04-06T06:15:36,2024-04-06T18:33:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-07,37,23.5,29.3,35.5,23.5,28.8,13.1,40.9,0,0,0,,0,0,28.1,14.8,178.3,1010.2,45.5,17.6,317.1,27.4,10,10,2024-04-07T06:14:59,2024-04-07T18:33:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-08,37,22.2,29.2,35.3,22.2,28.7,15.2,49,0,0,0,,0,0,29.5,16.6,164.4,1011.2,37.6,16.2,318.3,27.5,10,10,2024-04-08T06:14:23,2024-04-08T18:33:52,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-09,36,22.5,29,34.2,22.5,28.3,13.9,44.6,0,0,0,,0,0,32.4,16.6,129.3,1011.8,16.9,16.3,315.7,27.2,10,10,2024-04-09T06:13:48,2024-04-09T18:33:55,0.02,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-10,36,19.1,28.8,34,19.1,28.2,13.3,42.2,0,0,0,,0,0,34.2,16.6,113.4,1011.7,11.7,16.3,318.4,27.6,10,10,2024-04-10T06:13:13,2024-04-10T18:33:58,0.05,Clear,Clear conditions throughout the day.,clear-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-11,36,21.7,29.2,34.2,21.7,28.7,14.4,44.4,0,0,0,,0,0,31,14.8,129.4,1011.9,33.4,17,311.5,26.9,10,10,2024-04-11T06:12:38,2024-04-11T18:34:02,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-12,34.9,22,29.3,35.1,22,30,18.5,54.4,0.5,100,16.67,rain,0,0,34.2,15.1,119.4,1012.1,43.7,16.6,251.2,21.6,9,10,2024-04-12T06:12:03,2024-04-12T18:34:05,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-13,34.9,20.5,28.5,33.7,20.5,28.6,17.7,56.3,0.3,100,8.33,rain,0,0,34.6,14.8,131.6,1013,55.7,15,251.2,21.8,9,10,2024-04-13T06:11:29,2024-04-13T18:34:09,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-14,36,20.4,28.7,34.2,20.4,28.3,15.6,49.5,0,0,0,,0,0,37.1,14.8,113,1013.1,52.5,14.5,299.2,25.9,10,10,2024-04-14T06:10:55,2024-04-14T18:34:14,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-15,36,21.8,29.2,33.9,21.8,28.6,13.8,42.8,0,0,0,,0,0,40,18.4,114.1,1013.4,70.2,15.9,321.5,27.8,10,10,2024-04-15T06:10:22,2024-04-15T18:34:18,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,VOMY,43317099999"
Chamarajanagar,2024-04-16,35.8,21.9,29,34.7,21.9,28.7,15.9,50.1,0,0,0,,0,0,33.8,12.6,134.6,1011.3,78.9,24.1,310.1,26.8,10,10,2024-04-16T06:09:49,2024-04-16T18:34:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Chamarajanagar,2024-04-17,36.4,22.2,29.4,35.9,22.2,29.3,16,47.1,0,0,0,,0,0,27,9,179.6,1010.4,90.1,24.1,288.6,24.7,9,30,2024-04-17T06:09:16,2024-04-17T18:34:28,0.28,Overcast,Cloudy skies throughout the day.,cloudy,remote
Chamarajanagar,2024-04-18,36,22.5,29.1,35.6,22.5,29.1,17.8,55.9,0,0,0,rain,0,0,24.8,7.9,268.8,1009.5,78.9,23.5,259.5,22.3,8,30,2024-04-18T06:08:44,2024-04-18T18:34:33,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Chamarajanagar,2024-04-19,37,23.3,28.6,36.9,23.3,29.1,19.3,61,0,0,0,rain,0,0,33.1,22.3,267.4,1009.3,83.2,18.8,248.1,21.5,9,30,2024-04-19T06:08:13,2024-04-19T18:34:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-20,33,22.2,27.5,35.2,22.2,28.4,20.6,68.2,0.7,100,20.83,rain,0,0,35.3,14.8,286.9,1010.3,57.5,14.4,249.3,21.5,8,30,2024-04-20T06:07:42,2024-04-20T18:34:44,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-21,37,22.8,29.5,36.2,22.8,29.6,17.3,53.1,0.1,100,4.17,rain,0,0,44.6,18.4,86.7,1009.8,29.1,17.5,292.4,25.2,10,10,2024-04-21T06:07:12,2024-04-21T18:34:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-22,37,23.2,29.2,36.7,23.2,29.4,17.4,53.7,0,0,0,,0,0,23.4,24.1,237.8,1011,37.2,15.6,292.2,25.3,10,10,2024-04-22T06:06:42,2024-04-22T18:34:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-23,37,23.2,29.8,35.8,23.2,29.8,17.5,53.4,0,0,0,,0,0,35.3,18.4,150.3,1009.8,43.6,16.5,312.3,26.9,10,30,2024-04-23T06:06:13,2024-04-23T18:35:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-24,36,22.8,29,34.2,22.8,28.5,13.9,43.8,0,0,0,,0,0,38.9,18.4,158.8,1009.7,28.6,16.3,320.1,27.7,10,10,2024-04-24T06:05:44,2024-04-24T18:35:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-25,37,23.3,29.7,35.3,23.3,29.5,15.7,49.1,0,0,0,,0,0,36,25.9,138.8,1010.6,25.3,13.4,308.1,26.6,10,10,2024-04-25T06:05:16,2024-04-25T18:35:18,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-26,38,24.4,30.2,36.3,24.4,29.9,15,44.2,0,0,0,,0,0,36.7,24.1,121.4,1009.4,25.9,16.8,314.8,27.2,10,10,2024-04-26T06:04:49,2024-04-26T18:35:26,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-27,38,23.2,29.7,35.9,23.2,29.1,14.3,44.2,0,0,0,,0,0,34.2,18.4,132,1009.7,17.2,16.3,309.2,26.8,10,10,2024-04-27T06:04:22,2024-04-27T18:35:34,0.62,Clear,Clear conditions throughout the day.,clear-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-28,38,23.8,30.3,35.9,23.8,29.8,14.3,42.1,0,0,0,,0,0,35.3,16.6,140.8,1009.9,36.7,17.7,318.1,27.6,10,10,2024-04-28T06:03:56,2024-04-28T18:35:43,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-29,37,23.7,30.4,35.8,23.7,30,15.1,43.5,0,0,0,,0,0,25.6,18.4,179.5,1011.3,32.1,16.9,310.4,26.7,10,10,2024-04-29T06:03:30,2024-04-29T18:35:52,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-04-30,38,24.3,30.5,36.3,24.3,30.7,16.3,45.2,0,0,0,,0,0,23.8,18.4,176.9,1010.1,39.1,16.4,295.8,25.7,10,10,2024-04-30T06:03:06,2024-04-30T18:36:01,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-01,38,23.4,30.7,38.5,23.4,31.8,19.4,55.3,0,0,0,,0,0,33.5,24.1,253.9,1008.5,77,17.6,300.1,25.9,10,30,2024-05-01T06:02:42,2024-05-01T18:36:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,VOMY"
Chamarajanagar,2024-05-02,39,24.2,31,39.2,24.2,31.7,19.4,55.5,0,0,0,,0,0,42.5,24.1,256.2,1008.6,58.4,16.7,274.5,23.6,9,30,2024-05-02T06:02:18,2024-05-02T18:36:20,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-03,37,22.3,28.6,40,22.3,30.2,22.1,70.5,12.3,100,29.17,rain,0,0,29.5,16.6,247.8,1010.1,77.6,15.6,223.5,19.2,9,30,2024-05-03T06:01:56,2024-05-03T18:36:30,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-04,36,23.1,28.2,38,23.1,29.6,21.5,70.1,5.5,100,16.67,rain,0,0,34.9,20.5,261.4,1010.8,50.9,15.7,269.4,23.2,9,10,2024-05-04T06:01:34,2024-05-04T18:36:41,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-05,36,23,29.3,36.2,23,29.7,19.3,60,0,0,0,,0,0,36.4,18.4,256.9,1009.3,24.3,17.9,281,24.2,10,30,2024-05-05T06:01:13,2024-05-05T18:36:52,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-06,36,22.4,28.2,36.7,22.4,29.1,19.6,62,0,0,0,,0,0,30.6,22.3,263.3,1010,18.9,16.8,295.7,25.5,10,10,2024-05-06T06:00:53,2024-05-06T18:37:03,0.93,Clear,Clear conditions throughout the day.,clear-day,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-07,34.9,22.6,27.5,36.2,22.6,28.7,20.6,68.6,4.1,100,16.67,rain,0,0,34.6,20.5,265.7,1011.6,31,15.3,281,24.3,9,10,2024-05-07T06:00:33,2024-05-07T18:37:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-08,34,23.3,28.3,36.4,23.3,29.6,21,66.7,1.4,100,20.83,rain,0,0,22.3,11.2,173.4,1011.1,55,16.1,241.3,20.8,8,10,2024-05-08T06:00:14,2024-05-08T18:37:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-09,34,22.9,27.4,35.2,22.9,28.4,20.6,68.6,4.1,100,37.5,rain,0,0,24.1,8.5,177.2,1010,68.2,16.8,252.6,21.8,9,10,2024-05-09T05:59:56,2024-05-09T18:37:40,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-10,32,23.1,26.6,34.1,23.1,27.5,21.2,73.9,5.8,100,37.5,rain,0,0,23.8,11.2,250.6,1011.1,69.9,15.9,265,22.9,9,10,2024-05-10T05:59:39,2024-05-10T18:37:52,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,VOMY"
Chamarajanagar,2024-05-11,33,22.8,26.5,35.2,22.8,27.3,21.4,75.7,4.3,100,33.33,rain,0,0,28.1,24.1,183,1011.8,74.1,17.1,240.1,20.8,9,10,2024-05-11T05:59:23,2024-05-11T18:38:05,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-12,34.9,20.7,26.5,37.6,20.7,27.6,21.8,77.8,8.1,100,75,rain,0,0,24.5,9.4,164.9,1011.6,76.2,17.7,214.7,18.3,8,10,2024-05-12T05:59:07,2024-05-12T18:38:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43318099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-13,32,22.2,26.2,35.7,22.2,27.4,21.3,75.7,6.5,100,41.67,rain,0,0,27.4,20.5,73.1,1011.4,87.7,15.2,211.7,18.3,8,10,2024-05-13T05:58:53,2024-05-13T18:38:32,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-14,32,19.8,26.2,34.8,19.8,27.1,21,74.6,4,100,45.83,rain,0,0,37.1,7.6,152.5,1011.4,81.5,15.1,211.9,18.3,7,10,2024-05-14T05:58:39,2024-05-14T18:38:46,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43318099999,43289099999,43291099999,remote,43317099999,VOMY"
Chamarajanagar,2024-05-15,33,20.9,26.6,35.2,20.9,27.7,20.8,71.7,4.2,100,54.17,rain,0,0,29.2,16.6,122.6,1011.4,79.2,16.1,230.2,20,8,10,2024-05-15T05:58:26,2024-05-15T18:39:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43318099999,43289099999,remote,43317099999,VOMY"
